FID,OBJECTID,Location,State,Water_Cont,Material,Damae_Int2,Economic,District,ID,Fail_Type,Date,Distri_,Death_,Settlemet_,Dam_Int1,Area,Triggers_,aug_trigger_class,aug_trigger_confidence,aug_severity_class,aug_exposure_context,aug_uncertainty_label,aug_missing_fields_count,aug_missing_fields,aug_failure_process_narrative,aug_planning_summary
159,160,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Nil,Low,Bandarban,160,Slide,13/06/2017,Advancing,0,0,Nil,35,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
160,161,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Nil,Low,Bandarban,161,Flow,13/06/2017,Advancing,0,0,Nil,11,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
161,162,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Nil,Low,Bandarban,162,Flow,13/06/2017,Advancing,0,0,Nil,195,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
162,163,Laima Para,Active,Wet,Debris,Nil,Low,Bandarban,163,Flow,13/06/2017,Advancing,0,0,Nil,177,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
163,164,Laima Para,Active,Wet,Soil,Nil,Low,Bandarban,164,Flow,13/06/2017,Advancing,0,0,Nil,166,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
164,165,"Laima Para, On Road",Active,Wet,Soil,Low,Low,Bandarban,165,Flow,13/06/2017,Advancing,0,0,Nil,544,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
165,166,"Laima Para, On Road",Active,Wet,Soil,Low,Low,Bandarban,166,Slide,13/06/2017,Advancing,0,0,Nil,119,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
166,167,"Laima Para, On Road",Active,Wet,Soil,Low,Low,Bandarban,167,Slide,13/06/2017,Advancing,0,0,Nil,25,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
167,168,"Laima Para, On Road",Active,Wet,Debris,Low,Low,Bandarban,168,Slide,13/06/2017,Advancing,0,0,Nil,16,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Slide process involving debris under wet with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
168,169,"Ruma, On Road",Active,Wet,Soil,Low,Low,Bandarban,169,Flow,13/06/2017,Retrogressive,0,0,Nil,33,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
169,170,"Laima Para, On Road",Active,Wet,Soil,Low,Low,Bandarban,170,Fall,13/06/2017,Advancing,0,0,Nil,18,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
170,171,"Laima Para, On Road",Active,Wet,Mixture,Low,Low,Bandarban,171,Complex,13/06/2017,Advancing,0,0,Nil,96,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Complex process involving mixture under wet with rainfall as the interpreted trigger context.,Observed complex record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
171,172,"10 Miles, Ruma",Suspended,Dry,Mixture,High,High,Bandarban,172,Slide,01/06/2016,Retrogressive,0,0,Nil,7892,Rainfall and Road Cut,Rainfall and road cutting,High,High,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving mixture under dry with rainfall and road cutting as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
172,173,"10 Miles, Ruma",Suspended,Dry,Mixture,High,High,Bandarban,173,Slide,01/06/2016,Advancing,0,0,Nil,6480,Rainfall,Rainfall,High,High,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving mixture under dry with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
173,174,"10 Miles, Ruma",Suspended,Wet,Soil,Low,Low,Bandarban,174,Slide,01/06/2016,Advancing,0,0,Nil,512,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
174,175,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,175,Flow,13/06/2017,Advancing,0,0,Nil,599,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
175,176,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,176,Flow,13/06/2017,Advancing,0,0,Nil,50,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
176,177,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,177,Slide,13/06/2017,Advancing,0,0,Nil,297,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
177,178,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,178,Complex,13/06/2017,Advancing,0,0,Nil,84,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Complex process involving soil under wet with rainfall as the interpreted trigger context.,Observed complex record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
178,179,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,179,Slide,13/06/2017,Advancing,0,0,Nil,30,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
179,180,"10 Miles, Ruma",Active,Wet,Soil,Low,Low,Bandarban,180,Slide,13/06/2017,Advancing,0,0,Nil,128,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
180,181,"Hafezgona, Chimbuk Road, On Road",Active,Wet,Soil,Low,Low,Bandarban,181,Flow,13/06/2017,Advancing,0,0,Nil,41,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
181,182,Amro Kanan Buddisht Temple,Active,Wet,Soil,Low,Low,Bandarban,182,Flow,13/06/2017,Advancing,0,0,Nil,19,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
182,183,Amro Kanan Buddisht Temple,Active,Wet,Soil,Low,Low,Bandarban,183,Flow,13/06/2017,Advancing,0,0,Nil,20,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
183,184,Kalaghata Road,Active,Wet,Soil,Low,Medium,Bandarban,184,Flow,13/06/2017,Advancing,0,2,Medium,32,Rainfall,Rainfall,High,High,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
184,185,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,185,Flow,13/06/2017,Advancing,0,3,Medium,48,Rainfall,Rainfall,High,High,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
185,186,Kalaghata Road,Active,Wet,Debris,Nil,Low,Bandarban,186,Flow,13/06/2017,Advancing,0,0,Nil,22,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
186,187,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,187,Flow,13/06/2017,Advancing,0,0,Nil,39,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
187,188,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,188,Flow,13/06/2017,Advancing,0,0,Nil,14,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
188,189,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,189,Flow,13/06/2017,Advancing,0,0,Nil,30,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
189,190,Kalaghata Road,Active,Wet,Soil,Nil,Low,Bandarban,190,Flow,13/06/2017,Advancing,0,0,Nil,19,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
190,191,Kalaghata Road,Active,Wet,Soil,Nil,High,Bandarban,191,Complex,13/06/2017,Advancing,0,4,High,54,Rainfall,Rainfall,High,High,Road or transport corridor,Low uncertainty,0,,Complex process involving soil under wet with rainfall as the interpreted trigger context.,Observed complex record in Bandarban; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
